case_id,prefix,second_byte,instruction_bytes,manual_mnemonic,modrm_constraints,initial_registers,initial_flags,initial_memory,current_dispatch_path,current_handler_or_result,expected_ip_advance,expected_registers,expected_flags,memory_and_io_effects,interrupt_or_exception,architectural_prefix_status,evidence_source,confidence,ssts_metadata_form,ssts_empty_prefetch_records,ssts_populated_prefetch_records,hardware_probe_cases
f2-0f-17,f2,0x17,f20f17,"NOT1 r/m16,CL",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F17,0,0,
f2-0f-18,f2,0x18,f20f18,"TEST1 r/m8,imm3",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F18,0,0,
f2-0f-19,f2,0x19,f20f19,"TEST1 r/m16,imm4",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F19,0,0,
f2-0f-1a,f2,0x1a,f20f1a,"CLR1 r/m8,imm3",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1A,0,0,
f2-0f-1b,f2,0x1b,f20f1b,"CLR1 r/m16,imm4",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1B,0,0,
f2-0f-1c,f2,0x1c,f20f1c,"SET1 r/m8,imm3",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1C,0,0,
f2-0f-1d,f2,0x1d,f20f1d,"SET1 r/m16,imm4",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1D,0,0,
f2-0f-1e,f2,0x1e,f20f1e,"NOT1 r/m8,imm3",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1E,0,0,
f2-0f-1f,f2,0x1f,f20f1f,"NOT1 r/m16,imm4",no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F1F,0,0,
f2-0f-20,f2,0x20,f20f20,ADD4S,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F20,0,0,
f2-0f-21,f2,0x21,f20f21,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-22,f2,0x22,f20f22,SUB4S,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F22,0,0,
f2-0f-23,f2,0x23,f20f23,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-24,f2,0x24,f20f24,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-25,f2,0x25,f20f25,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-26,f2,0x26,f20f26,CMP4S,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F26,0,0,
f2-0f-27,f2,0x27,f20f27,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-28,f2,0x28,f20f28,ROL4 r/m8,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F28,0,0,
f2-0f-29,f2,0x29,f20f29,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-2a,f2,0x2a,f20f2a,ROR4 r/m8,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,0F2A,0,0,
f2-0f-2b,f2,0x2b,f20f2b,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-2c,f2,0x2c,f20f2c,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-2d,f2,0x2d,f20f2d,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-2e,f2,0x2e,f20f2e,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-2f,f2,0x2f,f20f2f,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f2-0f-30,f2,0x30,f20f30,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf2] -> v30_repne -> v30op_repne[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
